	WT-t00	WT-t05	WT-t10	WT-t15	WT-t20	WT-t30	WT-t45	WT-t60
YMR180C	44.0502	31.6351	48.8994	50.4638	37.8588	49.01	57.2694	26.7007
YMR181C	22.0251	20.3369	24.4497	61.678	82.3986	109.5518	94.0855	57.2159
YMR182C	2.4472	2.2597	0	0	6.681	2.8829	8.1813	0
YMR182W-A	12.2362	2.2597	2.445	8.4106	17.8159	17.2976	8.1813	3.8144
YMR183C	117.4671	146.8774	117.3586	176.6235	97.9875	138.3812	108.4029	148.7613
YMR184W	31.814	31.6351	24.4497	39.2497	31.1778	43.2441	28.6347	53.4015
YMR185W	29.3668	45.193	24.4497	19.6248	8.908	2.8829	6.136	15.2576
YMR186W	797.7975	815.7344	770.1655	984.045	999.9176	1182.0058	1574.9094	1663.0748
YMR187C	48.9446	27.1158	41.5645	19.6248	31.1778	40.3612	47.0427	61.0303
YMR188C	46.4974	33.8948	46.4544	44.8568	44.5398	69.1906	40.9067	61.0303
YMR189W	159.0701	128.8002	112.4686	95.3206	86.8525	147.03	239.3044	377.6248
YMR190C	31.814	27.1158	22.0047	36.4461	15.5889	57.6588	32.7254	49.5871
YMR191W	46.4974	56.4913	51.3444	67.2851	80.1716	95.1371	71.5868	64.8447
YMR192W	14.6834	13.5579	22.0047	8.4106	8.908	23.0635	30.6801	19.072
YMR193W	41.6029	27.1158	19.5598	22.4284	24.4969	51.8929	55.2241	57.2159
YMR194W	24.4723	47.4527	41.5645	61.678	37.8588	40.3612	40.9067	30.5151
YMR193C-A	2.4472	0	0	0	2.227	2.8829	2.0453	0
YMR194C-B	26.9195	63.2703	78.239	81.3029	111.3494	112.4347	106.3575	80.1022
YMR194C-A	7.3417	42.9334	31.7846	22.4284	51.2207	46.1271	34.7707	22.8864
YMR195W	46.4974	162.695	300.7313	260.7299	314.0053	196.04	159.5363	152.5757
YMR196W	44.0502	42.9334	80.684	120.5525	349.6371	680.3741	826.3161	621.7458
YMR197C	68.5225	40.6737	39.1195	81.3029	89.0795	172.9765	124.7656	114.4318
YMR198W	19.5779	9.0386	9.7799	8.4106	17.8159	11.5318	16.3627	26.7007
YMR199W	107.6782	83.6071	48.8994	42.0532	46.7667	60.5418	100.2215	186.9052
YMR200W	90.5476	81.3475	83.129	126.1596	91.3065	135.4982	139.0829	99.1742
YMR201C	22.0251	15.8176	9.7799	28.0355	28.9508	28.8294	28.6347	45.7727
YMR202W	545.7326	585.2499	586.7928	499.0314	487.7104	383.4312	294.5285	411.9543
YMR203W	129.7033	155.916	149.1432	142.9809	162.5701	175.8594	175.899	156.3901
YMR204C	39.1557	58.751	39.1195	67.2851	80.1716	123.9665	96.1308	106.803
YMR205C	288.7733	309.5723	256.7218	333.6221	273.9195	360.3676	402.9314	446.2838
YMR206W	0	0	9.7799	14.0177	0	8.6488	20.4534	3.8144
YMR207C	63.628	22.5965	26.8947	30.839	53.4477	54.7759	36.8161	22.8864
YMR208W	44.0502	58.751	44.0095	39.2497	33.4048	28.8294	65.4508	61.0303
YMR209C	31.814	29.3755	39.1195	28.0355	35.6318	17.2976	36.8161	34.3295
YMR210W	17.1306	18.0772	31.7846	30.839	31.1778	20.1806	34.7707	38.1439
YMR211W	26.9195	24.8562	22.0047	16.8213	13.3619	11.5318	18.408	3.8144
YMR212C	46.4974	45.193	44.0095	25.2319	37.8588	20.1806	28.6347	72.4734
YMR213W	14.6834	9.0386	17.1148	19.6248	22.2699	23.0635	28.6347	7.6288
YMR214W	105.231	112.9826	83.129	81.3029	71.2636	54.7759	75.6775	76.2878
YMR215W	154.1756	180.7722	149.1432	120.5525	129.1653	106.6688	73.6321	99.1742
YMR216C	29.3668	13.5579	51.3444	33.6426	33.4048	57.6588	30.6801	15.2576
YMR217W	506.5769	454.1901	464.5443	381.2824	305.0974	204.6888	92.0402	80.1022
YMR218C	34.2612	45.193	41.5645	39.2497	44.5398	43.2441	51.1334	53.4015
YMR219W	53.8391	36.1544	36.6745	53.2674	40.0858	98.02	77.7228	64.8447
YMR220W	85.6531	97.165	85.5739	78.4993	69.0366	92.2541	118.6295	95.3598
YMR221C	75.8642	67.7896	75.7941	47.6603	51.2207	46.1271	57.2694	80.1022
YMR222C	26.9195	56.4913	41.5645	47.6603	42.3128	54.7759	65.4508	61.0303
YMR223W	29.3668	24.8562	14.6698	22.4284	17.8159	23.0635	26.5894	11.4432
YMR224C	9.7889	18.0772	17.1148	22.4284	15.5889	34.5953	32.7254	30.5151
YMR225C	56.2863	70.0492	36.6745	50.4638	51.2207	86.4882	94.0855	61.0303
YMR226C	293.6678	282.4565	327.626	378.4789	449.8516	541.9929	619.7371	732.3632
YMR227C	31.814	38.4141	19.5598	30.839	20.0429	43.2441	32.7254	38.1439
YMR228W	24.4723	20.3369	17.1148	19.6248	28.9508	34.5953	18.408	30.5151
YMR229C	305.9039	343.4671	244.497	171.0164	62.3557	40.3612	34.7707	72.4734
YMR230W	2505.9651	2438.1646	2151.5735	1993.322	1799.4063	1516.427	1257.8822	1548.643
YMR230W-A	278.9844	273.4179	227.3822	238.3015	209.3369	152.7959	155.4456	228.8635
YMR231W	41.6029	20.3369	19.5598	28.0355	51.2207	49.01	38.8614	61.0303
YMR232W	4.8945	6.779	4.8899	5.6071	4.454	11.5318	10.2267	11.4432
YMR233W	26.9195	13.5579	17.1148	16.8213	15.5889	25.9465	26.5894	30.5151
YMR234W	44.0502	45.193	53.7893	22.4284	37.8588	28.8294	34.7707	34.3295
YMR235C	308.3512	246.3021	242.052	238.3015	198.2019	210.4547	202.4884	232.6779
YMR236W	139.4922	88.1264	110.0236	109.3383	93.5335	184.5082	159.5363	110.6174
YMR237W	73.4169	106.2036	88.0189	56.0709	77.9446	115.3176	134.9922	114.4318
YMR238W	90.5476	81.3475	122.2485	58.8745	80.1716	112.4347	112.4935	118.2461
YMR239C	41.6029	11.2983	19.5598	14.0177	11.1349	5.7659	6.136	22.8864
YMR240C	19.5779	13.5579	34.2296	11.2142	33.4048	46.1271	30.6801	30.5151
YMR241W	337.718	347.9864	268.9467	246.7121	204.8829	149.9129	157.4909	228.8635
YMR242C	2249.0058	2065.322	2024.435	1993.322	1630.1552	1254.0794	1118.7993	1415.1393
YMR242W-A	0	0	0	0	0	0	0	0
YMR243C	408.6877	372.8426	295.8414	308.3902	207.1099	233.5182	208.6244	339.4809
YMR244W	0	4.5193	2.445	0	4.454	2.8829	14.3174	3.8144
YMR245W	0	0	0	0	2.227	0	2.0453	0
YMR244C-A	80.7586	54.2317	24.4497	36.4461	60.1287	80.7223	108.4029	38.1439
YMR246W	460.0795	359.2847	342.2958	288.7653	267.2386	181.6253	169.763	251.7499
YMR247C	44.0502	56.4913	48.8994	84.1064	86.8525	74.9565	57.2694	64.8447
YMR247W-A	0	0	0	0	0	0	0	0
YMR250W	51.3919	54.2317	237.1621	513.0491	730.4521	1207.9523	1190.3861	770.5071
YMR251W	0	2.2597	2.445	0	0	0	2.0453	0
YMR251W-A	1874.5794	2327.4417	3576.9909	4897.7967	5783.4878	7515.8273	9533.3155	8342.0746
YMR252C	75.8642	137.8388	134.4733	204.6589	273.9195	299.8259	398.8407	354.7384
YMR253C	2.4472	0	7.3349	2.8035	2.227	5.7659	2.0453	7.6288
YMR254C	0	0	0	2.8035	0	0	0	0
YMR255W	80.7586	61.0106	68.4592	53.2674	53.4477	100.9029	59.3148	57.2159
YMR256C	195.7785	164.9546	190.7076	235.498	209.3369	357.4847	296.5739	240.3067
YMR257C	17.1306	15.8176	9.7799	28.0355	40.0858	14.4147	24.544	49.5871
YMR258C	31.814	18.0772	9.7799	28.0355	48.9937	77.8394	77.7228	68.6591
YMR259C	63.628	51.972	41.5645	28.0355	17.8159	25.9465	22.4987	53.4015
YMR260C	609.3607	494.8638	564.788	445.764	452.0786	302.7088	392.7047	366.1816
YMR261C	66.0753	94.9054	195.5976	201.8554	296.1894	320.0065	245.4404	122.0605
YMR262W	36.7085	42.9334	90.4639	89.7135	80.1716	60.5418	55.2241	30.5151
YMR263W	36.7085	36.1544	48.8994	47.6603	26.7239	54.7759	34.7707	76.2878
YMR264W	88.1003	90.3861	66.0142	81.3029	97.9875	74.9565	98.1762	129.6893
YMR265C	22.0251	9.0386	22.0047	19.6248	17.8159	28.8294	10.2267	11.4432
YMR266W	134.5977	133.3195	188.2627	128.9632	109.1224	69.1906	53.1788	76.2878
YMR267W	48.9446	42.9334	46.4544	42.0532	42.3128	92.2541	100.2215	76.2878
YMR268C	22.0251	9.0386	12.2248	5.6071	6.681	2.8829	12.272	22.8864
YMR269W	48.9446	40.6737	22.0047	16.8213	13.3619	11.5318	4.0907	19.072
YMR270C	51.3919	31.6351	7.3349	16.8213	15.5889	2.8829	16.3627	30.5151
YMR271C	9.7889	27.1158	22.0047	19.6248	48.9937	69.1906	126.8109	30.5151
YMR272W-A	0	0	0	0	0	2.8829	2.0453	7.6288
YMR272C	97.8893	94.9054	110.0236	142.9809	135.8463	250.8159	196.3523	228.8635
YMR272W-B	2.4472	0	2.445	2.8035	0	0	0	3.8144
YMR273C	44.0502	27.1158	19.5598	25.2319	51.2207	57.6588	55.2241	49.5871
YMR274C	12.2362	11.2983	9.7799	22.4284	33.4048	25.9465	14.3174	15.2576
YMR275C	34.2612	13.5579	29.3396	39.2497	64.5827	63.4247	42.9521	45.7727
YMR276W	66.0753	126.5405	112.4686	168.2128	118.0304	147.03	235.2137	148.7613
YMR277W	53.8391	67.7896	48.8994	44.8568	57.9017	51.8929	69.5415	72.4734
YMR278W	31.814	18.0772	41.5645	64.4816	51.2207	86.4882	61.3601	19.072
YMR279C	0	0	2.445	0	0	0	6.136	0
YMR280C	7.3417	4.5193	7.3349	11.2142	6.681	14.4147	8.1813	26.7007
YMR281W	39.1557	38.4141	41.5645	53.2674	71.2636	66.3076	59.3148	57.2159
YMR282C	29.3668	15.8176	17.1148	33.6426	24.4969	20.1806	34.7707	30.5151
YMR283C	34.2612	24.8562	12.2248	8.4106	26.7239	23.0635	20.4534	7.6288
YMR284W	9.7889	20.3369	12.2248	36.4461	35.6318	25.9465	30.6801	19.072
YMR285C	48.9446	70.0492	85.5739	47.6603	62.3557	69.1906	67.4961	53.4015
YMR286W	88.1003	99.4247	68.4592	58.8745	89.0795	86.4882	137.0376	83.9166
YMR287C	9.7889	11.2983	7.3349	22.4284	15.5889	25.9465	12.272	11.4432
YMR288W	46.4974	36.1544	34.2296	33.6426	13.3619	25.9465	20.4534	26.7007
YMR289W	44.0502	27.1158	22.0047	39.2497	28.9508	69.1906	40.9067	41.9583
YMR290W-A	2.4472	15.8176	12.2248	19.6248	6.681	8.6488	10.2267	3.8144
YMR290C	188.4368	239.5231	215.1573	151.3915	120.2574	86.4882	20.4534	30.5151
YMR291W	17.1306	63.2703	95.3538	117.749	138.0733	161.4447	83.8588	26.7007
YMR292W	141.9394	117.5019	124.6935	89.7135	77.9446	57.6588	89.9948	95.3598
YMR293C	34.2612	29.3755	34.2296	44.8568	53.4477	34.5953	26.5894	30.5151
YMR294W	9.7889	9.0386	7.3349	14.0177	22.2699	20.1806	20.4534	19.072
YMR294W-A	4.8945	6.779	4.8899	5.6071	2.227	0	4.0907	11.4432
YMR295C	203.1202	194.3301	249.3869	201.8554	200.4289	181.6253	222.9417	217.4203
YMR296C	132.1505	101.6843	119.8035	92.5171	109.1224	86.4882	143.1736	114.4318
YMR297W	374.4264	424.8146	510.9987	709.2974	754.9489	922.5411	1216.9755	1171.0183
YMR298W	227.5925	268.8986	283.6165	260.7299	296.1894	328.6553	374.2967	339.4809
YMR299C	26.9195	20.3369	24.4497	22.4284	15.5889	37.4782	38.8614	22.8864
YMR300C	83.2059	83.6071	73.3491	67.2851	51.2207	74.9565	51.1334	64.8447
YMR301C	48.9446	51.972	29.3396	39.2497	11.1349	23.0635	14.3174	34.3295
YMR302C	48.9446	65.5299	90.4639	98.1241	153.6622	158.5618	141.1282	87.731
YMR303C	0	0	9.7799	5.6071	8.908	0	6.136	3.8144
YMR304W	51.3919	88.1264	56.2343	120.5525	109.1224	213.3376	243.3951	144.9469
YMR304C-A	303.4567	282.4565	234.7171	201.8554	160.3431	129.7323	169.763	209.7915
YMR305C	435.6072	408.997	337.4058	257.9263	227.1528	152.7959	198.3977	286.0794
YMR306W	0	4.5193	0	0	2.227	0	0	7.6288
YMR306C-A	0	0	0	0	0	0	0	0
YMR307W	1018.0483	876.745	853.2945	678.4584	460.9865	383.4312	484.7449	747.6208
YMR307C-A	0	6.779	0	2.8035	8.908	0	0	0
YMR308C	208.0147	183.0318	168.7029	148.588	100.2145	100.9029	100.2215	164.0188
YMR309C	159.0701	135.5791	134.4733	70.0887	62.3557	49.01	69.5415	118.2461
YMR310C	51.3919	47.4527	31.7846	5.6071	4.454	8.6488	6.136	15.2576
YMR311C	75.8642	83.6071	88.0189	162.6057	131.3923	210.4547	167.7176	68.6591
YMR312W	70.9697	49.7123	48.8994	44.8568	35.6318	20.1806	30.6801	34.3295
YMR313C	31.814	40.6737	34.2296	44.8568	62.3557	25.9465	55.2241	22.8864
YMR314W	242.2759	235.0038	205.3775	221.4802	222.6988	377.6653	345.6619	286.0794
YMR315W	144.3867	126.5405	254.2769	271.9441	276.1465	510.2806	654.5078	556.9012
YMR315W-A	0	0	0	0	0	0	0	0
YMR316W	80.7586	79.0878	112.4686	100.9277	80.1716	31.7124	55.2241	45.7727
YMR316C-A	0	0	4.8899	0	0	0	2.0453	3.8144
YMR317W	22.0251	11.2983	22.0047	36.4461	20.0429	51.8929	36.8161	15.2576
YMR316C-B	4.8945	6.779	0	14.0177	8.908	11.5318	4.0907	11.4432
YMR318C	442.9489	343.4671	418.0898	420.5321	420.9007	397.8459	329.2992	381.4392
YMR319C	34.2612	47.4527	46.4544	39.2497	17.8159	37.4782	8.1813	26.7007
YMR320W	4.8945	15.8176	19.5598	8.4106	2.227	2.8829	4.0907	7.6288
YMR321C	107.6782	117.5019	122.2485	98.1241	84.6255	69.1906	57.2694	72.4734
YMR322C	2.4472	2.2597	0	0	6.681	5.7659	8.1813	7.6288
YMR323W	0	4.5193	0	0	6.681	5.7659	2.0453	0
YMR324C	0	0	0	0	0	2.8829	0	0
YMR325W	0	0	2.445	0	2.227	0	4.0907	0
TEL13R-XC	0	0	0	0	0	0	0	0
YMR326C	0	2.2597	0	0	0	0	0	0
YNL339W-B	0	0	0	0	0	0	0	0
YNL339W-A	0	0	0	0	2.227	0	0	0
YNL339C	46.4974	49.7123	39.1195	44.8568	60.1287	63.4247	55.2241	45.7727
YNL338W	0	0	0	0	0	0	2.0453	3.8144
TEL14L-YP	2.4472	0	0	0	0	0	0	0
TEL14L-TR	0	0	0	2.8035	2.227	0	0	0
YNL337W	0	0	0	0	2.227	0	0	0
TEL14L-XC	0	0	0	0	0	0	0	0
YNL336W	73.4169	61.0106	53.7893	86.91	55.6747	98.02	100.2215	129.6893
YNL335W	0	0	7.3349	0	2.227	0	0	7.6288
YNL334C	7.3417	2.2597	4.8899	2.8035	4.454	14.4147	6.136	0
YNL333W	4.8945	11.2983	14.6698	30.839	15.5889	17.2976	14.3174	7.6288
YNL332W	9.7889	2.2597	0	2.8035	2.227	2.8829	6.136	7.6288
YNL331C	12.2362	9.0386	22.0047	8.4106	11.1349	17.2976	30.6801	11.4432
YNL330C	68.5225	72.3089	61.1242	98.1241	80.1716	100.9029	85.9042	99.1742
YNL329C	26.9195	22.5965	19.5598	8.4106	33.4048	31.7124	36.8161	19.072
YNL328C	4.8945	2.2597	4.8899	0	2.227	8.6488	6.136	11.4432
YNL327W	141.9394	112.9826	68.4592	44.8568	86.8525	98.02	134.9922	87.731
YNL326C	22.0251	11.2983	12.2248	16.8213	26.7239	5.7659	26.5894	19.072
YNL324W	0	0	0	0	0	0	2.0453	0
YNL325C	9.7889	18.0772	4.8899	5.6071	13.3619	31.7124	14.3174	19.072
YNL323W	44.0502	54.2317	34.2296	39.2497	37.8588	43.2441	51.1334	45.7727
YNL322C	48.9446	67.7896	78.239	95.3206	86.8525	161.4447	149.3096	125.8749
YNL321W	19.5779	18.0772	39.1195	67.2851	53.4477	74.9565	83.8588	15.2576
YNL320W	31.814	29.3755	44.0095	25.2319	53.4477	34.5953	24.544	49.5871
YNL319W	0	0	4.8899	0	0	0	0	0
YNL318C	0	2.2597	4.8899	0	0	8.6488	4.0907	3.8144
YNL317W	31.814	36.1544	31.7846	19.6248	40.0858	51.8929	38.8614	61.0303
YNL316C	26.9195	11.2983	14.6698	16.8213	28.9508	17.2976	20.4534	38.1439
YNL315C	88.1003	31.6351	22.0047	33.6426	53.4477	109.5518	67.4961	76.2878
YNL314W	22.0251	49.7123	22.0047	25.2319	24.4969	20.1806	28.6347	30.5151
YNL313C	105.231	88.1264	80.684	28.0355	20.0429	8.6488	12.272	26.7007
YNL312W	53.8391	40.6737	48.8994	58.8745	35.6318	57.6588	30.6801	53.4015
YNL311C	34.2612	13.5579	17.1148	14.0177	13.3619	23.0635	24.544	38.1439
YNL310C	70.9697	51.972	34.2296	39.2497	35.6318	95.1371	77.7228	95.3598
YNL309W	19.5779	11.2983	12.2248	14.0177	11.1349	14.4147	6.136	15.2576
YNL308C	242.2759	207.888	117.3586	53.2674	33.4048	2.8829	26.5894	68.6591
YNL307C	39.1557	81.3475	41.5645	58.8745	37.8588	89.3712	92.0402	53.4015
YNL306W	92.9948	85.8668	92.9089	92.5171	120.2574	147.03	147.2643	164.0188
YNL305C	9.7889	49.7123	75.7941	114.9454	164.7971	181.6253	159.5363	87.731
YNL304W	14.6834	18.0772	34.2296	42.0532	35.6318	28.8294	40.9067	26.7007
YNL303W	66.0753	92.6457	90.4639	89.7135	69.0366	80.7223	63.4054	53.4015
YNL302C	2241.6641	1934.2622	1853.2871	1620.4502	1460.9041	1150.2935	1065.6205	1327.4083
YNL301C	1752.2178	1586.2758	1457.202	1267.2033	953.1509	911.0094	861.0869	1136.6887
YNL300W	31.814	63.2703	58.6793	30.839	26.7239	23.0635	28.6347	68.6591
YNL299W	53.8391	47.4527	24.4497	16.8213	6.681	14.4147	18.408	15.2576
YNL298W	31.814	38.4141	39.1195	25.2319	33.4048	40.3612	28.6347	49.5871
YNL296W	0	0	0	0	0	0	0	0
YNL297C	22.0251	61.0106	44.0095	53.2674	60.1287	63.4247	61.3601	45.7727
YNL295W	39.1557	47.4527	31.7846	33.6426	40.0858	31.7124	51.1334	41.9583
YNL294C	56.2863	45.193	80.684	70.0887	66.8096	74.9565	92.0402	53.4015
YNL293W	12.2362	13.5579	29.3396	16.8213	22.2699	34.5953	40.9067	19.072
YNL292W	80.7586	38.4141	46.4544	44.8568	17.8159	11.5318	26.5894	22.8864
YNL291C	58.7336	18.0772	48.8994	28.0355	31.1778	37.4782	40.9067	45.7727
YNL290W	105.231	92.6457	78.239	92.5171	73.4906	106.6688	92.0402	80.1022
YNL289W	9.7889	11.2983	17.1148	30.839	17.8159	14.4147	10.2267	3.8144
YNL288W	48.9446	42.9334	39.1195	39.2497	69.0366	72.0735	47.0427	49.5871
YNL287W	249.6176	237.2635	259.1668	313.9973	271.6925	351.7188	349.7526	354.7384
YNL286W	22.0251	27.1158	17.1148	25.2319	31.1778	25.9465	26.5894	19.072
YNL285W	29.3668	31.6351	34.2296	33.6426	33.4048	31.7124	38.8614	30.5151
YNL284C	73.4169	54.2317	88.0189	86.91	95.7605	115.3176	96.1308	102.9886
YNL283C	95.442	133.3195	122.2485	72.8922	100.2145	69.1906	96.1308	99.1742
YNL282W	9.7889	0	2.445	2.8035	6.681	0	8.1813	0
YNL281W	117.4671	119.7616	107.5787	134.5703	118.0304	187.3912	253.6218	263.193
YNL280C	178.6479	142.3581	117.3586	140.1774	160.3431	121.0835	190.2163	183.0908
YNL279W	14.6834	24.8562	29.3396	19.6248	15.5889	11.5318	34.7707	26.7007
YNL278W	19.5779	15.8176	17.1148	2.8035	17.8159	11.5318	12.272	22.8864
YNL277W-A	4.8945	4.5193	7.3349	8.4106	11.1349	2.8829	6.136	7.6288
YNL277W	36.7085	38.4141	41.5645	28.0355	40.0858	37.4782	32.7254	64.8447
YNL276C	0	0	0	0	2.227	0	0	0
YNL275W	31.814	40.6737	26.8947	19.6248	13.3619	28.8294	51.1334	41.9583
YNL274C	19.5779	27.1158	75.7941	123.3561	289.5084	469.9194	464.2915	228.8635
YNL273W	29.3668	22.5965	14.6698	8.4106	17.8159	20.1806	14.3174	41.9583
YNL272C	34.2612	40.6737	14.6698	14.0177	28.9508	23.0635	34.7707	57.2159
YNL271C	95.442	79.0878	83.129	61.678	124.7113	118.2006	116.5842	110.6174
YNL270C	4.8945	6.779	7.3349	0	0	8.6488	12.272	15.2576
YNL269W	0	0	0	2.8035	0	0	0	3.8144
YNL268W	17.1306	6.779	2.445	8.4106	6.681	14.4147	6.136	7.6288
YNL267W	56.2863	49.7123	61.1242	50.4638	57.9017	95.1371	83.8588	102.9886
YNL266W	2.4472	2.2597	2.445	2.8035	0	2.8829	4.0907	0
YNL265C	31.814	20.3369	24.4497	25.2319	37.8588	43.2441	34.7707	45.7727
YNL264C	46.4974	47.4527	48.8994	75.6958	71.2636	103.7859	120.6749	87.731
YNL263C	48.9446	63.2703	107.5787	75.6958	55.6747	95.1371	79.7681	106.803
YNL262W	46.4974	54.2317	70.9041	53.2674	64.5827	40.3612	26.5894	49.5871
YNL261W	29.3668	38.4141	19.5598	25.2319	31.1778	17.2976	36.8161	45.7727
YNL260C	24.4723	38.4141	36.6745	50.4638	46.7667	49.01	49.0881	38.1439
YNL259C	75.8642	70.0492	75.7941	78.4993	86.8525	80.7223	145.2189	129.6893
YNL258C	39.1557	56.4913	19.5598	14.0177	46.7667	51.8929	73.6321	83.9166
YNL257C	58.7336	54.2317	48.8994	61.678	71.2636	77.8394	85.9042	30.5151
YNL256W	132.1505	85.8668	88.0189	95.3206	75.7176	31.7124	34.7707	61.0303
YNL255C	440.5017	481.3059	479.2141	386.8895	418.6737	299.8259	216.8057	228.8635
YNL254C	0	0	0	0	2.227	2.8829	0	3.8144
YNL253W	4.8945	20.3369	29.3396	25.2319	42.3128	31.7124	16.3627	19.072
YNL252C	56.2863	18.0772	22.0047	14.0177	35.6318	34.5953	44.9974	38.1439
YNL251C	92.9948	97.165	146.6982	100.9277	89.0795	92.2541	112.4935	95.3598
YNL250W	26.9195	11.2983	9.7799	14.0177	20.0429	14.4147	14.3174	7.6288
YNL249C	4.8945	2.2597	0	2.8035	4.454	14.4147	20.4534	11.4432
YNL248C	301.0095	266.6389	166.2579	126.1596	64.5827	46.1271	47.0427	102.9886
YNL247W	308.3512	302.7934	290.9514	277.5512	202.6559	149.9129	126.8109	202.1628
YNL246W	58.7336	70.0492	53.7893	50.4638	55.6747	46.1271	63.4054	30.5151
YNL245C	14.6834	18.0772	17.1148	2.8035	11.1349	11.5318	8.1813	19.072
YNL244C	538.3909	614.6254	535.4484	398.1037	374.134	256.5818	335.4353	389.068
YNL243W	53.8391	65.5299	85.5739	109.3383	140.3002	161.4447	159.5363	190.7196
YNL242W	17.1306	24.8562	22.0047	39.2497	48.9937	57.6588	65.4508	72.4734
YNL241C	134.5977	137.8388	151.5881	243.9086	224.9258	299.8259	345.6619	312.7801
YNL240C	31.814	45.193	53.7893	42.0532	11.1349	40.3612	20.4534	30.5151
YNL239W	110.1254	112.9826	100.2438	131.7667	113.5764	170.0935	139.0829	129.6893
YNL238W	58.7336	81.3475	80.684	78.4993	60.1287	103.7859	85.9042	53.4015
YNL237W	0	0	2.445	8.4106	4.454	23.0635	40.9067	19.072
YNL236W	73.4169	31.6351	48.8994	42.0532	100.2145	100.9029	126.8109	144.9469
YNL235C	0	0	0	2.8035	0	2.8829	0	0
YNL234W	31.814	22.5965	17.1148	8.4106	24.4969	72.0735	38.8614	30.5151
YNL233W	34.2612	20.3369	24.4497	19.6248	22.2699	31.7124	20.4534	34.3295
YNL232W	78.3114	76.8282	66.0142	39.2497	33.4048	37.4782	22.4987	38.1439
YNL231C	122.3616	110.723	53.7893	78.4993	62.3557	80.7223	96.1308	102.9886
YNL230C	26.9195	24.8562	14.6698	25.2319	31.1778	17.2976	22.4987	19.072
YNL229C	66.0753	99.4247	58.6793	72.8922	51.2207	86.4882	110.4482	83.9166
YNL228W	0	0	0	0	0	0	0	0
YNL226W	4.8945	2.2597	0	0	0	0	0	0
YNL227C	44.0502	27.1158	24.4497	16.8213	15.5889	11.5318	30.6801	26.7007
YNL225C	9.7889	15.8176	9.7799	16.8213	28.9508	34.5953	42.9521	41.9583
YNL224C	22.0251	15.8176	24.4497	11.2142	24.4969	46.1271	22.4987	41.9583
YNL223W	2.4472	4.5193	14.6698	22.4284	15.5889	40.3612	22.4987	26.7007
YNL222W	36.7085	22.5965	24.4497	28.0355	22.2699	69.1906	59.3148	53.4015
YNL221C	97.8893	124.2809	80.684	36.4461	42.3128	51.8929	55.2241	26.7007
YNL220W	181.0951	176.2529	119.8035	187.8377	131.3923	147.03	145.2189	156.3901
YNL219C	90.5476	58.751	92.9089	89.7135	80.1716	92.2541	83.8588	38.1439
YNL218W	4.8945	2.2597	4.8899	2.8035	8.908	5.7659	10.2267	15.2576
YNL217W	61.1808	58.751	58.6793	36.4461	33.4048	43.2441	14.3174	11.4432
YNL216W	39.1557	33.8948	46.4544	44.8568	37.8588	60.5418	36.8161	49.5871
YNL215W	46.4974	45.193	53.7893	53.2674	84.6255	72.0735	69.5415	68.6591
YNL214W	17.1306	13.5579	26.8947	33.6426	46.7667	46.1271	49.0881	30.5151
YNL213C	39.1557	20.3369	39.1195	67.2851	35.6318	23.0635	32.7254	22.8864
YNL212W	36.7085	40.6737	66.0142	53.2674	40.0858	54.7759	53.1788	57.2159
YNL211C	44.0502	29.3755	29.3396	22.4284	26.7239	43.2441	20.4534	19.072
YNL210W	0	0	4.8899	0	0	0	2.0453	0
YNL209W	1837.8709	2076.6203	1924.1913	1670.914	1590.0694	1366.5141	1000.1698	1041.3289
YNL208W	628.9385	634.9622	662.5868	737.3329	879.6603	1020.5611	1165.8421	1281.6356
YNL207W	95.442	74.5685	48.8994	64.4816	26.7239	28.8294	30.6801	61.0303
YNL206C	88.1003	47.4527	78.239	70.0887	46.7667	46.1271	55.2241	95.3598
YNL205C	4.8945	2.2597	9.7799	2.8035	4.454	2.8829	4.0907	0
YNL204C	14.6834	4.5193	17.1148	5.6071	4.454	2.8829	8.1813	7.6288
YNL202W	12.2362	24.8562	4.8899	11.2142	20.0429	37.4782	26.5894	26.7007
YNL203C	2.4472	6.779	2.445	0	0	0	0	0
YNL201C	44.0502	40.6737	29.3396	30.839	31.1778	11.5318	44.9974	30.5151
YNL200C	29.3668	20.3369	31.7846	64.4816	120.2574	196.04	272.0298	179.2764
YNL199C	56.2863	47.4527	29.3396	50.4638	60.1287	66.3076	57.2694	38.1439
YNL198C	0	0	0	2.8035	0	0	0	0
YNL197C	68.5225	56.4913	78.239	117.749	71.2636	54.7759	104.3122	76.2878
YNL196C	0	2.2597	0	2.8035	4.454	2.8829	6.136	0
YNL195C	29.3668	15.8176	97.7988	297.176	371.907	322.8894	157.4909	61.0303
YNL194C	19.5779	11.2983	58.6793	148.588	293.9624	348.8359	137.0376	53.4015
YNL193W	36.7085	29.3755	56.2343	72.8922	62.3557	74.9565	63.4054	30.5151
YNL192W	151.7284	164.9546	217.6023	280.3547	360.7721	250.8159	182.035	164.0188
YNL191W	63.628	31.6351	26.8947	19.6248	31.1778	17.2976	28.6347	41.9583
YNL190W	220.2508	271.1583	315.4011	277.5512	213.7908	236.4012	353.8433	461.5414
YNL189W	132.1505	112.9826	117.3586	103.7312	124.7113	126.8494	116.5842	144.9469
YNL188W	9.7889	18.0772	14.6698	14.0177	13.3619	20.1806	6.136	15.2576
YNL187W	2.4472	18.0772	7.3349	11.2142	17.8159	28.8294	4.0907	11.4432
